Job Title,Company Name,Company Location,Work Method,Post Dates,Work Times,Job Link
Quality Assurance Analyst,Alorica,Egypt,On-site,6 days ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Project Manager (To be based in Iraq),Americana Restaurants,"Cairo, Egypt",On-site,2 weeks ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Data Collection Analyst,Appen,"Alexandria, Alexandria, Egypt",Remote,2 weeks ago,Contract · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Social Media Analyst,Appen,"Alexandria, Egypt",Remote,2 weeks ago,Contract · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Data Collection Analyst,Appen,"Bur Sa'id, Egypt",Remote,4 days ago,Contract · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Data Collection Analyst English Speaker,Appen,"Bur Sa'id, Egypt",Remote,5 days ago,Contract · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Video Data Analyst,Appen,"Alexandria, Alexandria, Egypt",Remote,2 weeks ago,Part-time · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Data Collection Analyst Egyptian Arabic Speaker,Appen,"Bur Sa'id, Egypt",Remote,5 days ago,Contract · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Data Specialist,Appen,"Alexandria, Alexandria, Egypt",Remote,2 weeks ago,Contract · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Video Data Evaluator,Appen,"Alexandria, Alexandria, Egypt",Remote,2 weeks ago,Contract · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Offensive Security Engineer,Arab Bank,"Cairo, Egypt",On-site,1 week ago,Full-time · Associate,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Quality Control Analyst,AstraZeneca,"Giza, Al Jizah, Egypt",,4 days ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Senior Quality Control Analyst,AstraZeneca,"Giza, Al Jizah, Egypt",,4 days ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Google Cloud Engineer French Speaker,Capgemini,"New Cairo, Cairo, Egypt",Hybrid,4 weeks ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
,Capgemini,"Cairo, Egypt",Hybrid,1 week ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Analyst I,Careem,Egypt,,1 week ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Analyst II,Careem,"Cairo, Cairo, Egypt",,1 week ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
"Analyst, Global Analytic Insights",Concentrix,"Cairo, Cairo, Egypt",On-site,4 days ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Recruiter,Concentrix,"Giza, Al Jizah, Egypt",On-site,3 weeks ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Recruiter,Concentrix,"Cairo, Cairo, Egypt",On-site,1 week ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Solution Expert Cairo,Contentsquare,"Cairo, Cairo, Egypt",Hybrid,3 days ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
"Senior Financial Analyst, Trilogy (Remote) - $100,000/year USD",Crossover,"Cairo, Cairo, Egypt",Remote,1 day ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
"Egypt GHG and Climate Data Consultant, Business Egypt",DAI,"Cairo, Egypt",On-site,1 week ago,Contract · Mid-Senior level,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Information Technology | IT Helpdesk Engineer - Experienced Associate,Deloitte,"Cairo, Egypt",On-site,3 weeks ago,Full-time · Associate,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
Information Technology | IT Helpdesk Engineer – Manager,Deloitte,"Cairo, Egypt",On-site,3 weeks ago,Full-time · Associate,https://www.linkedin.com/jobs/view/3531284710/?eBP=CwEAAAGIbT41bRLDWDolvL5UjEeU6VqUwwRykdu4dP2FKtIoYFFry-e1a0yBlm77d2hUNrnzBJSfcZb6tPCvQ5e4mBGx74jF2NKkQkJV4pkM61zPnqpZQdaRNDR1VQjY7k6IAYf2utU6-taQdZh4sOhSmQdl21qNyAA9odcjzsLZ5TMRkqis6rT6u5EpAXb72P9CqLdPWrY3nYENLZasbyRUeaRBVh72s8eNZrsqeyNX4XNOuiIdpDONy0rgs4xB3dO6oTAQA396wb09wRgYPP-rZnMxepXV67HpRi0pvTwlkajPlMO5SVRLKiYTTgk2eoCNSt4W4KX8732lU-MO1qVgRRkCzrMwUPdUiXt2dIhI6HWJa_sKYeNeNXDRuYxN6nQEwZK-uLED&recommendedFlavor=SCHOOL_RECRUIT&refId=TLKrIxctcB4E41APHLyUzw%3D%3D&trackingId=aQahfMXnsuy379bWDaFoLA%3D%3D&trk=flagship3_search_srp_jobs
